,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,area_qual,hood_qual,year_qual,basement,fullar_qual,garage_square,base_ground
595,596,20,3,69.0,11302,1,0,3,0,4,0,22,2,2,0,2,8,5,2005,2006,1,1,12,9,1,238.0,2,4,2,2,3,1,2,1422.0,5,0.0,392.0,1814.0,1,0,1,4,1826,0,0,1826,1.0,0.0,2,0,3,1,2,7,6,1,4,1,2005.0,0,3.0,758.0,4,4,2,180,75,0,0,120,0,0,8,2006,6,5,1286,67,16040,3628.0,90416,5442.0,2596572.0
596,597,70,4,60.0,3600,1,3,3,0,4,0,17,2,2,0,5,6,7,1910,1993,1,1,12,13,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,684.0,684.0,1,0,0,0,684,684,0,1368,0.0,0.0,1,0,3,1,3,7,6,0,2,5,1930.0,2,1.0,216.0,4,1,0,0,158,0,0,0,0,0,10,2006,8,4,534,39,11460,2052.0,21600,684.0,0.0
597,598,120,3,53.0,3922,1,3,3,0,4,0,0,2,2,4,2,7,5,2006,2007,1,1,12,13,1,72.0,2,4,2,0,3,0,5,0.0,5,0.0,1258.0,1258.0,1,0,1,4,1402,0,0,1402,0.0,2.0,0,2,2,1,2,7,6,1,2,1,2006.0,0,3.0,648.0,4,4,2,120,16,0,0,0,0,0,2,2007,6,5,590,0,14042,0.0,27454,3774.0,0.0
598,599,20,3,80.0,12984,1,3,0,0,4,0,6,2,2,0,2,5,6,1977,1977,1,1,9,10,1,459.0,3,4,1,2,3,2,0,1283.0,3,147.0,0.0,1430.0,1,0,1,4,1647,0,0,1647,1.0,0.0,2,0,3,1,2,7,6,1,4,1,1977.0,0,2.0,621.0,4,4,2,0,0,0,0,0,0,0,3,2006,8,4,1007,101,9885,2860.0,64920,2860.0,2113101.0
599,600,160,4,24.0,1950,1,3,3,0,4,0,1,2,2,3,5,6,6,1980,1980,1,1,8,8,2,0.0,3,2,1,2,3,3,3,81.0,2,612.0,23.0,716.0,1,4,1,4,716,840,0,1556,1.0,0.0,2,1,3,1,3,6,6,1,4,1,1980.0,0,2.0,452.0,4,4,2,161,0,0,0,0,0,0,7,2008,0,4,849,52,11880,1432.0,11700,1432.0,126036.0
600,601,60,3,74.0,10927,1,3,3,0,4,0,16,2,2,0,5,8,5,2005,2005,1,1,12,13,1,280.0,2,4,2,2,3,0,2,546.0,5,0.0,512.0,1058.0,1,0,1,4,1058,846,0,1904,1.0,0.0,2,1,3,1,0,8,6,1,2,3,2003.0,0,2.0,736.0,4,4,2,179,60,0,0,0,0,0,6,2006,8,4,1368,32,16040,2116.0,87416,2116.0,1039584.0
601,602,50,4,50.0,9000,1,3,0,0,4,0,9,2,2,0,0,6,6,1937,1950,1,1,13,14,2,0.0,3,2,2,3,3,3,5,0.0,5,0.0,780.0,780.0,1,4,1,4,780,595,0,1375,0.0,0.0,1,1,3,1,2,6,6,1,2,5,1979.0,2,1.0,544.0,4,4,1,0,162,0,0,126,0,0,12,2007,8,4,549,125,11622,2340.0,54000,780.0,0.0
602,603,60,3,80.0,10041,1,0,3,0,4,0,20,2,2,0,5,8,5,1992,1992,1,1,6,6,2,0.0,2,4,2,2,3,2,2,789.0,5,0.0,119.0,908.0,1,0,1,4,927,988,0,1915,1.0,0.0,2,1,3,1,2,8,6,1,4,1,1992.0,0,2.0,506.0,4,4,2,120,150,0,0,0,0,0,2,2006,8,0,1378,58,15936,1816.0,80328,1816.0,1510935.0
603,604,160,1,30.0,3182,1,3,3,0,4,0,21,2,2,4,5,7,5,2004,2005,1,1,8,8,2,0.0,2,4,2,2,3,3,5,0.0,5,0.0,600.0,600.0,1,0,1,4,600,600,0,1200,0.0,0.0,2,1,2,1,2,4,6,0,2,5,2004.0,1,2.0,480.0,4,4,2,0,172,0,0,0,0,0,6,2010,8,4,266,62,14028,1200.0,22274,1200.0,0.0
604,605,20,3,88.0,12803,1,0,3,0,4,0,5,2,2,0,2,7,5,2002,2002,1,1,12,13,1,99.0,2,4,2,2,3,2,2,922.0,5,0.0,572.0,1494.0,1,0,1,4,1494,0,0,1494,1.0,0.0,2,0,3,1,2,6,6,1,4,1,2002.0,1,2.0,530.0,4,4,2,192,36,0,0,0,0,0,9,2008,8,4,743,97,14014,2988.0,89621,2988.0,1377468.0
605,606,60,3,85.0,13600,1,3,3,0,4,0,12,2,2,0,5,7,6,1965,1990,1,1,6,6,1,176.0,3,4,1,3,3,3,1,454.0,5,0.0,314.0,768.0,1,4,1,4,1186,800,0,1986,0.0,0.0,2,1,3,1,3,7,6,3,1,1,1965.0,2,2.0,486.0,4,4,2,0,42,0,0,189,0,0,10,2009,8,4,1458,16,13755,2304.0,95200,1536.0,901644.0
606,607,20,3,82.0,12464,1,1,2,0,0,1,5,2,2,0,2,5,5,1996,1996,1,1,12,13,2,0.0,3,2,2,2,3,3,2,732.0,5,0.0,308.0,1040.0,1,2,1,4,1040,0,0,1040,1.0,0.0,1,0,3,1,2,6,6,0,2,5,2000.0,2,2.0,576.0,4,4,2,168,0,0,0,0,0,0,11,2009,8,4,46,95,9980,2080.0,62320,2080.0,761280.0
607,608,20,3,78.0,7800,1,3,0,0,4,1,7,2,2,0,5,5,8,1948,2002,1,1,8,8,2,0.0,3,2,1,3,1,3,2,603.0,5,0.0,293.0,896.0,1,0,1,4,1112,896,0,2008,1.0,0.0,3,0,3,1,0,8,6,0,2,1,1948.0,2,1.0,230.0,4,4,2,103,0,0,0,0,0,0,8,2006,8,4,1476,110,9740,2688.0,39000,896.0,1210824.0
608,609,70,3,78.0,12168,1,3,1,0,4,1,6,2,2,0,5,8,6,1934,1998,1,1,3,14,2,0.0,3,4,2,2,3,2,1,428.0,5,0.0,537.0,965.0,1,4,1,4,1940,1254,0,3194,0.0,0.0,2,1,4,1,3,10,6,2,2,2,1934.0,2,2.0,380.0,4,4,2,0,0,0,0,0,0,0,9,2007,8,2,1836,104,15472,1930.0,97344,1930.0,1367032.0
609,610,20,3,61.0,7943,1,3,3,0,4,0,19,1,2,0,2,4,5,1961,1961,1,1,12,13,0,192.0,3,1,1,3,3,2,4,903.0,5,0.0,126.0,1029.0,1,2,1,4,1029,0,0,1029,1.0,0.0,1,0,3,1,3,5,6,0,2,1,1961.0,2,1.0,261.0,4,4,2,64,0,39,0,0,0,0,4,2007,8,4,30,48,7844,3087.0,31772,1029.0,929187.0
610,611,60,3,69.30579531442663,11050,1,3,3,0,4,0,5,4,2,0,5,9,5,2000,2000,3,1,12,13,1,204.0,2,4,2,0,3,2,2,904.0,5,0.0,536.0,1440.0,1,0,1,4,1476,677,0,2153,1.0,0.0,2,1,3,1,0,8,6,2,0,1,2000.0,0,3.0,736.0,4,4,2,253,142,0,0,0,0,0,5,2009,8,4,1575,99,18000,0.0,99450,4320.0,1946312.0
611,612,80,3,69.30579531442663,10395,1,0,3,0,2,0,14,2,2,0,7,6,6,1978,1978,1,1,6,6,1,233.0,3,4,1,2,3,0,0,605.0,5,0.0,427.0,1032.0,1,4,1,4,1032,0,0,1032,0.0,1.0,2,0,3,1,3,6,6,1,4,1,1978.0,2,2.0,564.0,4,4,2,0,0,0,0,0,0,500,7,2007,8,4,34,21,11868,2064.0,62370,2064.0,624360.0
612,613,60,3,69.30579531442663,11885,1,3,3,0,4,0,5,2,2,0,5,8,5,2001,2001,1,1,12,13,1,108.0,2,4,2,2,3,0,2,990.0,5,0.0,309.0,1299.0,1,0,1,4,1299,573,0,1872,1.0,0.0,2,1,3,1,0,7,6,1,4,3,2001.0,1,2.0,531.0,4,4,2,160,122,0,0,0,0,0,11,2009,8,4,1341,98,16008,2598.0,95080,2598.0,1853280.0
613,614,20,3,70.0,8402,1,3,3,0,4,0,11,1,2,0,2,5,5,2007,2007,1,1,12,13,2,0.0,3,4,2,2,3,3,0,206.0,5,0.0,914.0,1120.0,1,0,1,4,1120,0,0,1120,0.0,0.0,1,0,3,1,3,6,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,2,0,30,0,0,0,0,0,12,2007,6,5,153,8,10035,2240.0,42010,0.0,230720.0
614,615,180,4,21.0,1491,1,3,3,0,4,0,10,2,2,4,6,4,6,1972,1972,1,1,5,5,2,0.0,3,4,1,2,3,0,3,150.0,2,480.0,0.0,630.0,1,0,1,4,630,0,0,630,1.0,0.0,1,0,1,1,3,3,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,2,96,24,0,0,0,0,0,5,2010,8,4,1868,2,7888,1260.0,5964,0.0,94500.0
615,616,85,3,80.0,8800,1,3,3,0,4,0,12,1,2,0,6,6,7,1963,1963,1,1,8,8,1,156.0,3,2,2,3,3,1,2,763.0,5,0.0,173.0,936.0,1,0,1,4,1054,0,0,1054,1.0,0.0,1,0,3,1,2,6,6,0,2,1,1963.0,1,2.0,480.0,4,4,2,120,0,0,0,0,0,0,5,2010,8,0,66,15,11778,2808.0,52800,1872.0,804202.0
616,617,60,3,69.30579531442663,7861,1,0,3,0,4,0,8,2,2,0,5,6,5,2002,2003,1,1,12,13,2,0.0,2,4,2,2,3,3,2,457.0,5,0.0,326.0,783.0,1,0,1,4,807,702,0,1509,1.0,0.0,2,1,3,1,2,7,6,1,2,1,2002.0,0,2.0,393.0,4,4,2,100,75,0,0,0,0,0,6,2006,8,4,774,116,12012,1566.0,47166,1566.0,689613.0
617,618,45,3,59.0,7227,1,3,1,0,0,1,12,0,2,0,1,6,6,1954,1954,1,1,8,8,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,832.0,832.0,1,2,1,4,832,0,0,832,0.0,0.0,1,0,2,1,2,4,6,0,2,5,1962.0,2,2.0,528.0,4,4,2,0,0,0,0,0,0,0,6,2008,8,4,1933,15,11724,2496.0,43362,1664.0,0.0
618,619,20,3,90.0,11694,1,3,3,0,4,0,16,2,2,0,2,9,5,2007,2007,3,1,5,5,1,452.0,0,4,2,0,3,0,2,48.0,5,0.0,1774.0,1822.0,1,0,1,4,1828,0,0,1828,0.0,0.0,2,0,3,1,2,9,6,1,2,1,2007.0,2,3.0,774.0,4,4,2,0,108,0,0,260,0,0,7,2007,6,5,1290,33,18063,0.0,105246,5466.0,87744.0
619,620,60,3,85.0,12244,1,3,3,0,4,0,23,2,2,0,5,8,5,2003,2003,3,1,12,13,3,226.0,2,4,2,2,3,1,2,871.0,5,0.0,611.0,1482.0,1,0,1,4,1482,780,0,2262,1.0,0.0,2,1,4,1,2,10,6,2,2,1,2003.0,0,3.0,749.0,4,4,2,168,0,0,0,0,0,0,8,2008,8,4,1628,73,16024,2964.0,97952,4446.0,1970202.0
620,621,30,3,45.0,8248,1,3,3,0,4,0,7,2,2,0,2,3,3,1914,1950,1,1,11,12,2,0.0,3,4,0,3,3,3,1,41.0,5,0.0,823.0,864.0,1,4,0,1,864,0,0,864,1.0,0.0,1,0,2,1,3,5,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,0,0,0,100,0,0,0,0,9,2008,8,4,1953,108,5742,2592.0,24744,0.0,35424.0
621,622,60,3,90.0,10800,1,3,3,0,4,0,14,2,2,0,5,6,7,1974,1997,1,1,6,6,2,0.0,3,4,1,3,3,3,0,956.0,4,182.0,384.0,1522.0,1,4,1,4,1548,1066,0,2614,0.0,0.0,2,1,4,1,3,9,6,1,4,1,1974.0,1,2.0,624.0,4,4,2,38,243,0,0,0,0,0,6,2008,8,4,1767,21,11844,4566.0,64800,3044.0,2498984.0
622,623,20,3,71.0,7064,1,3,3,0,4,0,19,2,2,0,2,5,6,1977,1977,1,1,9,10,1,153.0,3,4,1,3,3,3,1,560.0,5,0.0,420.0,980.0,1,4,1,4,980,0,0,980,0.0,0.0,1,0,3,1,3,6,6,0,2,5,1986.0,2,2.0,484.0,4,4,2,192,0,0,0,0,0,0,7,2009,8,4,2064,49,9885,2940.0,35320,1960.0,548800.0
623,624,160,1,69.30579531442663,2117,1,3,3,0,4,0,21,2,2,4,5,6,5,2000,2000,1,1,8,8,1,513.0,2,4,2,2,3,3,2,420.0,5,0.0,336.0,756.0,1,0,1,4,756,756,0,1512,0.0,0.0,2,1,2,1,2,4,6,1,4,5,2000.0,2,2.0,440.0,4,4,2,0,32,0,0,0,0,0,6,2007,8,4,782,61,12000,1512.0,12702,1512.0,635040.0
624,625,60,3,80.0,10400,1,3,3,0,4,0,14,2,2,0,5,6,5,1972,1972,1,1,12,13,2,288.0,3,4,1,3,3,3,4,247.0,5,0.0,485.0,732.0,1,2,1,4,1012,778,0,1790,1.0,0.0,1,2,4,1,3,8,3,1,4,1,1972.0,1,2.0,484.0,4,4,2,148,0,0,0,147,0,0,11,2006,8,4,1238,21,11832,2196.0,62400,1464.0,442130.0
625,626,20,3,87.0,10000,1,0,3,0,0,0,12,2,2,0,2,6,6,1962,1962,3,1,13,14,1,261.0,3,4,1,3,3,3,5,0.0,5,0.0,1116.0,1116.0,1,4,1,4,1116,0,0,1116,0.0,0.0,1,1,3,1,3,5,6,0,2,1,1962.0,2,2.0,440.0,4,4,2,0,0,0,0,385,0,0,2,2010,8,4,146,15,11772,3348.0,60000,2232.0,0.0
626,627,20,3,69.30579531442663,12342,1,0,3,0,4,0,12,2,2,0,2,5,5,1960,1978,3,1,13,14,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,978.0,978.0,1,4,1,4,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,2,1,4,1,1960.0,1,1.0,286.0,4,4,2,0,0,36,0,0,0,600,8,2007,8,4,615,14,9800,2934.0,61710,978.0,0.0
627,628,80,3,80.0,9600,1,3,3,0,4,0,12,2,2,0,7,6,6,1955,1972,1,1,0,0,1,164.0,3,4,1,3,3,0,1,674.0,3,132.0,350.0,1156.0,1,0,1,4,1520,0,0,1520,1.0,0.0,1,0,3,1,3,7,6,2,2,2,1955.0,1,1.0,364.0,4,4,2,0,0,189,0,0,0,0,3,2010,8,4,794,15,11730,3468.0,57600,1156.0,1024480.0
628,629,60,3,70.0,11606,1,0,1,0,4,2,12,2,2,0,5,5,5,1969,1969,1,1,9,10,1,192.0,3,4,2,2,3,0,4,650.0,5,0.0,390.0,1040.0,1,4,1,4,1040,1040,0,2080,0.0,1.0,1,2,5,1,1,9,6,2,4,1,1969.0,2,2.0,504.0,4,4,2,335,0,0,0,0,0,0,9,2007,8,3,1533,14,9845,2080.0,58030,2080.0,1352000.0
629,630,80,3,82.0,9020,1,3,3,0,0,0,12,1,2,0,7,6,5,1964,1964,1,7,9,14,1,259.0,3,4,1,3,3,1,2,624.0,4,336.0,288.0,1248.0,1,4,1,4,1350,0,0,1350,1.0,0.0,1,1,3,1,3,6,6,0,2,1,1964.0,1,2.0,520.0,4,4,2,176,0,0,0,0,0,0,6,2008,8,4,502,15,11784,3744.0,54120,2496.0,842400.0
630,631,70,4,50.0,9000,1,3,3,0,0,0,17,0,2,0,5,5,6,1880,1991,1,1,12,13,2,0.0,3,4,0,1,0,3,5,0.0,5,0.0,636.0,636.0,1,4,1,0,1089,661,0,1750,0.0,0.0,1,0,3,1,0,8,6,0,2,5,1937.0,2,1.0,240.0,1,3,0,0,0,293,0,0,0,0,6,2006,8,0,1183,38,9400,636.0,45000,636.0,0.0
631,632,120,3,34.0,4590,1,3,3,0,4,0,16,2,2,3,2,8,5,2006,2006,1,1,12,13,3,108.0,2,4,2,2,1,2,2,24.0,5,0.0,1530.0,1554.0,1,0,1,4,1554,0,0,1554,0.0,0.0,2,0,2,1,2,6,6,1,2,1,2006.0,1,2.0,627.0,4,4,2,156,73,0,0,0,0,0,8,2007,8,4,846,32,16048,3108.0,36720,3108.0,37296.0
632,633,20,3,85.0,11900,1,3,3,0,4,0,14,2,2,0,2,7,5,1977,1977,3,1,9,10,1,209.0,3,2,1,3,3,3,0,822.0,5,0.0,564.0,1386.0,1,4,1,4,1411,0,0,1411,0.0,0.0,2,0,3,1,3,6,6,1,4,1,1977.0,0,2.0,544.0,4,4,2,192,0,0,0,0,0,0,4,2009,8,3,600,22,13839,4158.0,83300,2772.0,1159842.0
633,634,20,3,80.0,9250,1,3,3,0,0,0,12,2,2,0,2,5,7,1954,2005,1,1,13,14,2,0.0,3,4,1,3,3,3,1,480.0,3,468.0,108.0,1056.0,1,4,1,4,1056,0,0,1056,0.0,1.0,1,0,3,1,3,6,6,0,2,1,1954.0,2,1.0,260.0,4,4,2,390,0,0,0,0,0,0,7,2007,8,4,70,14,9770,3168.0,46250,1056.0,506880.0
634,635,90,3,64.0,6979,1,3,3,0,4,0,17,2,2,2,6,6,5,1980,1980,1,1,9,10,2,0.0,3,4,1,3,3,3,2,1056.0,5,0.0,0.0,1056.0,1,2,1,4,1056,0,0,1056,2.0,0.0,0,0,0,2,3,4,6,0,2,5,1980.0,2,2.0,576.0,4,4,2,264,56,0,0,0,0,600,6,2010,8,4,71,39,11880,3168.0,41874,2112.0,1115136.0
635,636,190,2,60.0,10896,1,3,0,0,4,0,18,1,2,1,3,6,7,1914,1995,3,1,12,13,2,0.0,1,4,1,3,0,3,3,256.0,5,0.0,1184.0,1440.0,1,0,1,0,1440,1440,515,3395,0.0,0.0,2,0,8,2,1,14,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,0,0,110,0,0,0,0,0,3,2007,8,0,1843,45,11484,4320.0,65376,0.0,869120.0
636,637,30,4,51.0,6120,1,3,3,0,4,0,3,2,2,0,2,2,3,1936,1950,1,1,0,0,2,0.0,1,1,0,3,0,3,5,0.0,5,0.0,264.0,264.0,3,1,0,0,800,0,0,800,0.0,0.0,1,0,1,1,1,4,0,1,3,1,1978.1134057971014,2,0.0,0.0,4,4,0,0,0,0,0,0,0,0,1,2009,5,4,1919,83,3872,792.0,12240,0.0,0.0
637,638,190,4,50.0,6000,1,3,3,0,4,0,17,2,2,1,0,5,4,1954,1954,1,1,13,14,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,811.0,811.0,1,4,1,0,811,576,0,1387,0.0,0.0,2,0,3,2,2,7,6,0,2,3,1954.0,2,1.0,256.0,4,4,2,0,0,0,0,0,0,0,11,2009,8,4,570,38,9770,2433.0,30000,811.0,0.0
638,639,30,3,67.0,8777,1,3,3,0,4,0,7,1,2,0,2,5,7,1910,1950,1,1,8,14,2,0.0,3,4,1,1,3,3,5,0.0,5,0.0,796.0,796.0,1,2,1,0,796,0,0,796,0.0,0.0,1,0,2,1,3,4,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,1,328,0,164,0,0,0,0,5,2008,8,4,1917,110,9550,796.0,43885,0.0,0.0
639,640,120,3,53.0,3982,1,3,3,0,4,0,0,2,2,4,2,8,5,2006,2006,3,1,12,13,2,0.0,2,4,2,2,1,0,2,1154.0,5,0.0,366.0,1520.0,1,0,1,4,1567,0,0,1567,1.0,0.0,2,0,1,1,0,7,6,1,2,1,2006.0,0,3.0,648.0,4,4,2,312,0,0,0,0,0,0,10,2006,6,5,870,1,16048,3040.0,31856,4560.0,1808318.0
640,641,120,3,62.0,12677,1,0,3,0,4,0,16,2,2,4,2,8,5,2003,2004,3,1,8,8,1,472.0,0,4,2,0,3,1,2,1218.0,5,0.0,300.0,1518.0,1,0,1,4,1518,0,0,1518,0.0,0.0,1,1,1,1,0,6,6,1,2,1,2003.0,1,2.0,588.0,4,4,2,185,140,0,0,0,0,0,4,2008,8,4,792,32,16024,0.0,101416,3036.0,1848924.0
641,642,60,1,69.30579531442663,7050,1,3,3,0,4,0,21,2,2,0,5,7,5,2001,2001,1,1,12,13,2,0.0,2,4,2,2,3,3,2,738.0,5,0.0,319.0,1057.0,1,0,1,4,1057,872,0,1929,1.0,0.0,2,1,3,1,2,7,6,1,4,1,2001.0,0,2.0,650.0,4,4,2,0,235,0,0,0,0,0,5,2007,8,4,1393,62,14007,2114.0,49350,2114.0,1423602.0
642,643,80,3,75.0,13860,1,3,3,0,4,0,12,2,2,0,7,8,7,1972,1995,1,1,9,14,2,0.0,2,4,1,2,3,1,2,1410.0,5,0.0,542.0,1952.0,1,2,1,4,2000,704,0,2704,1.0,0.0,2,1,4,1,0,9,6,3,4,1,1972.0,0,2.0,538.0,4,4,2,269,111,0,0,0,0,0,7,2009,8,4,1795,17,15776,3904.0,110880,3904.0,3812640.0
643,644,60,3,80.0,10793,1,3,3,0,4,0,14,6,2,0,5,5,5,1969,1969,4,1,14,6,1,263.0,3,4,1,3,3,3,4,493.0,1,287.0,0.0,780.0,1,0,1,4,780,840,0,1620,0.0,0.0,2,1,4,1,3,7,2,0,2,1,1969.0,0,2.0,462.0,4,4,2,208,0,0,0,0,0,0,4,2007,8,4,959,20,9845,2340.0,53965,1560.0,798660.0
644,645,20,1,85.0,9187,1,3,3,0,4,0,21,2,2,0,2,9,5,2009,2009,1,1,5,5,3,162.0,0,4,2,0,3,2,2,1121.0,5,0.0,645.0,1766.0,1,0,1,4,1766,0,0,1766,1.0,0.0,2,1,2,1,0,7,6,1,2,1,2009.0,0,3.0,478.0,4,4,2,195,130,0,0,0,0,0,10,2009,6,5,1200,64,18081,0.0,82683,5298.0,1979686.0
645,646,20,3,69.30579531442663,10530,1,0,3,0,0,0,12,2,2,0,2,6,5,1971,1971,3,1,9,10,2,0.0,3,4,1,3,3,3,0,282.0,3,35.0,664.0,981.0,1,4,1,4,981,0,0,981,1.0,0.0,1,1,3,1,3,5,6,0,2,5,1979.0,2,2.0,576.0,4,4,2,0,312,40,0,0,0,0,3,2007,8,4,2066,15,11826,2943.0,63180,1962.0,276642.0
646,647,20,3,60.0,7200,1,3,3,0,4,0,12,2,2,0,2,5,5,1950,1950,3,1,8,8,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,0.0,0.0,1,2,1,4,1048,0,0,1048,0.0,0.0,1,0,3,1,3,7,2,0,2,5,1950.0,2,2.0,420.0,4,4,2,0,27,0,0,0,0,0,7,2008,8,4,56,14,9750,0.0,36000,0.0,0.0
647,648,20,3,85.0,10452,1,0,3,0,4,0,7,2,2,0,2,6,5,1953,1953,3,1,13,14,3,216.0,3,4,1,3,3,2,4,500.0,5,0.0,594.0,1094.0,1,0,1,4,1094,0,0,1094,0.0,0.0,1,0,3,1,3,5,6,2,2,1,1953.0,1,2.0,495.0,4,4,2,0,0,0,0,287,0,0,6,2008,8,4,116,111,11718,3282.0,62712,2188.0,547000.0
648,649,60,3,70.0,7700,1,3,3,0,4,0,12,4,2,0,5,6,5,1966,1966,1,1,8,8,1,351.0,3,4,1,3,3,3,5,0.0,5,0.0,756.0,756.0,1,4,1,4,1051,788,0,1839,0.0,0.0,1,1,4,1,3,7,6,1,4,1,1966.0,2,2.0,442.0,4,4,2,0,124,216,0,0,0,0,6,2010,8,4,1304,15,11796,2268.0,46200,1512.0,0.0
649,650,180,4,21.0,1936,1,3,3,0,4,0,10,2,2,3,6,4,6,1970,1970,1,1,5,5,2,0.0,3,4,1,2,3,0,1,131.0,2,499.0,0.0,630.0,1,2,1,4,630,0,0,630,1.0,0.0,1,0,1,1,3,3,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,2,0,0,0,0,0,0,0,12,2007,8,4,1868,2,7880,1260.0,7744,0.0,82530.0
650,651,60,1,65.0,8125,1,3,3,0,4,0,21,2,2,0,5,7,6,2007,2007,1,1,5,5,2,102.20131215469613,2,4,2,2,3,3,5,0.0,5,0.0,813.0,813.0,1,0,1,4,822,843,0,1665,0.0,0.0,2,1,3,1,2,7,6,0,2,1,2007.0,1,2.0,562.0,4,4,2,0,0,0,0,0,0,0,5,2008,8,4,1047,62,14049,1626.0,56875,1626.0,0.0
651,652,70,3,60.0,9084,1,3,3,0,4,0,7,0,2,0,5,4,5,1940,1950,1,1,8,8,2,0.0,3,4,1,3,3,2,5,0.0,5,0.0,755.0,755.0,1,4,1,4,755,755,0,1510,1.0,0.0,1,0,4,1,3,7,6,1,2,5,1940.0,2,1.0,296.0,1,3,1,120,0,0,0,0,0,0,10,2009,8,4,776,109,7760,2265.0,36336,755.0,0.0
652,653,60,3,70.0,8750,1,3,3,0,4,0,5,2,2,0,5,7,5,1996,1996,1,1,12,13,2,0.0,2,4,2,2,3,3,5,0.0,5,0.0,880.0,880.0,1,0,1,4,909,807,0,1716,0.0,0.0,2,1,2,1,2,7,6,1,4,1,1996.0,1,2.0,512.0,4,4,2,0,120,0,0,0,0,0,7,2009,8,4,1135,97,13972,1760.0,61250,1760.0,0.0
653,654,50,4,60.0,10320,1,3,3,0,4,0,9,2,2,0,0,6,7,1906,1995,1,1,8,8,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,756.0,756.0,1,0,1,4,756,713,0,1469,0.0,0.0,1,0,3,1,3,7,6,0,2,5,1906.0,2,1.0,216.0,4,4,2,57,0,239,0,0,0,0,6,2008,8,4,694,125,11436,2268.0,61920,756.0,0.0
654,655,20,3,91.0,10437,1,0,3,0,4,0,15,2,2,0,2,8,6,1995,1995,3,1,8,8,1,660.0,2,2,2,2,3,1,2,1696.0,5,0.0,413.0,2109.0,1,0,1,4,2113,0,0,2113,1.0,0.0,2,1,2,1,2,7,6,1,4,1,1995.0,0,3.0,839.0,4,4,2,236,46,0,0,0,0,0,8,2008,8,4,1554,27,15960,4218.0,83496,6327.0,3583648.0
655,656,160,4,21.0,1680,1,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,6,7,1,381.0,3,4,1,3,3,3,5,0.0,5,0.0,525.0,525.0,1,4,1,4,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,6,0,2,5,1971.0,2,1.0,264.0,4,4,2,0,0,0,0,0,0,0,3,2010,8,3,112,81,11826,1575.0,10080,525.0,0.0
656,657,20,3,72.0,10007,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,2006,1,1,6,6,1,54.0,2,4,1,3,3,3,0,806.0,5,0.0,247.0,1053.0,1,0,1,4,1053,0,0,1053,1.0,0.0,1,1,3,1,2,5,6,0,2,1,1959.0,1,1.0,312.0,4,4,2,0,0,0,0,0,0,0,8,2008,8,4,64,14,9795,3159.0,50035,1053.0,848718.0
657,658,70,3,60.0,7200,1,3,1,0,4,1,6,2,2,0,5,7,6,1931,2000,1,1,11,15,2,0.0,3,1,0,2,3,3,5,0.0,5,0.0,776.0,776.0,1,4,1,4,851,651,0,1502,0.0,0.0,1,1,3,1,3,6,6,1,2,1,1931.0,1,1.0,270.0,4,4,1,0,0,112,0,0,0,0,2,2008,8,4,762,103,13517,1552.0,50400,776.0,0.0
658,659,50,3,78.0,17503,1,3,3,0,4,0,12,0,2,0,0,6,5,1948,1950,1,1,12,13,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,912.0,912.0,1,4,1,4,912,546,0,1458,0.0,1.0,1,0,3,1,3,6,6,1,2,1,1948.0,2,1.0,330.0,4,4,2,192,0,0,0,0,0,0,1,2010,8,0,679,15,11688,2736.0,105018,912.0,0.0
